id,name,active,is_company,state_id/id,street,street2,zip,city,country_id/id,property_payment_term/id,phone,fax,email,website,ref,lang,sageecommerce,pwecommerce,property_account_position
res.partner_DEBISS,DE BISSCHOP,True,True,,LANGEMUNTSTRAAT 6,,9400,NINOVE,base.be,account_payment_term.30joursnet,054 331579,,,,DEBISS,Dutch / Nederlands,DEBISS,disan681,Régime National
res.partner_DEBLAU,DE BLAUWE DEEL,True,True,,HOOGEIND . 36,,4143,LZ LEERDAM,base.nl,account_payment_term.30joursnet,345599941,0345.5995.14,info@deblauwedeel.nl,,DEBLAU,Dutch / Nederlands,DEBLAU,mupud345,Régime Intra-Communautaire
res.partner_DEBRIE,DEBRIE - DAEMS,True,True,,KERKSTRAAT 110,,3290,SCHAFFEN - DIEST,base.be,account_payment_term.30joursnet,,,,,DEBRIE,Dutch / Nederlands,DEBRIE,ritid015,Régime National
res.partner_DECOLO,VERONIQUE DECOLON,True,True,,"RUE ZEYS, 18A",,4920,AYWAILLE,base.be,account_payment_term.30joursnet,,,,,DECOLO,French / Français,DECOLO,zaget008,Régime National
res.partner_DECORA,DECORA,True,True,,MOLENSTRAAT 16,,8370,BLANKENBERGE,base.be,account_payment_term.30joursnet,050 412833,,,,DECORA,Dutch / Nederlands,DECORA,tepup526,Régime National
res.partner_DECORE,ESPACE DECOR'ELLE SARL,True,True,,CENTRE COMMERCIAL BALARUC LOISIRS,,34540,BALARUC LE VIEUX,base.fr,account_payment_term.60joursfindemois,0033 467181834,0033 467181835,,,DECORE,French / Français,DECORE,ledov919,Régime Intra-Communautaire
res.partner_DECROO,DE CROOCK SCARLETT,True,True,,NIEUWSTRAAT 111,,9450,DENDERHOUTEM,base.be,account_payment_term.30joursnet,054 341809,,,,DECROO,Dutch / Nederlands,DECROO,moqeb826,Régime National
res.partner_DEGEY,DE GEYTER ,True,True,,HOOGSTRAAT 45,,9620,ZOTTEGEM,base.be,account_payment_term.30joursnet,09 3601907,055 428918,,,DEGEY,Dutch / Nederlands,DEGEY,domur155,Régime National
res.partner_DEGEY2,DEGEYTER P.,True,True,,DUISBURGSESTEENWEG 139,,3090,OVERIJSE,base.be,account_payment_term.30joursnet,02 6877130,,pastel.interieur@skynet.be,,DEGEY2,Dutch / Nederlands,DEGEY2,tulipe07,Régime National
res.partner_DEGEYT,DEGEYTER MAROQUINERIE,True,True,,770 . CHEE DE WAVRE,,1040,BRUXELLES,base.be,account_payment_term.30joursnet,02 6474390,,,,DEGEYT,French / Français,DEGEYT,ciguk391,Régime National
res.partner_DEGLA1,DE GLADDE GEVEL (N°1560064951),True,True,,JAMES WATTSTRAAT . 2,,8912,AR LEEUWARDEN,base.nl,account_payment_term.30joursnet,582998088,058.21.36.125,,,DEGLA1,Dutch / Nederlands,DEGLA1,disir660,Régime Intra-Communautaire
res.partner_DEGOUD,DE GOUDEN BALLON,True,True,,HOGE HAM 146-148,,5104,JL DONGEN,base.nl,account_payment_term.30joursnet,0031 162312828,,,,DEGOUD,Dutch / Nederlands,DEGOUD,murev044,Régime Intra-Communautaire
res.partner_DEGRAV,DE GRAVIN,True,True,,NOBELSTRAAT . 33-35,,3231,BA BRIELLE,base.nl,account_payment_term.30joursnet,0181.48.18.81,,,,DEGRAV,Dutch / Nederlands,DEGRAV,mizop588,Régime Intra-Communautaire
res.partner_DEGROE,DE GROEN LEDERW.(N°1550067505),True,True,,LANGSTRAAT . 144,,2242,JZ WASSENAAR,base.nl,account_payment_term.30joursnet,070.514.10.36,070.514.10.41,h.degroen@wxs.nl,,DEGROE,Dutch / Nederlands,DEGROE,cedex657,Régime Intra-Communautaire
res.partner_DEGROT,DE GROTE TAS BV ( ZAAL ),True,True,,OUDE HOOGSTRAAT . 6,,1012,CE AMSTERDAM,base.nl,account_payment_term.30joursnet,020.62.30.110,206255034,,,DEGROT,Dutch / Nederlands,DEGROT,qotet333,Régime Intra-Communautaire
res.partner_DEGULD,DE GULDEN KNOOP,True,True,,SPIJKERBOORSTEEG 8,,7411,JG  DEVENTER,base.nl,account_payment_term.30joursnet,0570-649774,,,,DEGULD,Dutch / Nederlands,DEGULD,mokes855,Régime Intra-Communautaire
res.partner_DEHUIS,DE HUISHOUD.BRUNSSUM (Inter 065),True,True,,KERKSTRAAT . 304,,6441,BM BRUNSSUM,base.nl,account_payment_term.30joursnet,045.52.58.485,045.56.414.73,,,DEHUIS,Dutch / Nederlands,DEHUIS,golig689,Régime Intra-Communautaire
res.partner_DEJON2,ED DE JONG LEDERW. B.V.(1550067511),True,True,,HOORN . 418 B,,2404,HL ALPHEN A/D RIJN,base.nl,account_payment_term.30joursnet,611321496,,,,DEJON2,Dutch / Nederlands,DEJON2,fedij957,Régime Intra-Communautaire
res.partner_DEKABI,DEKA BIJOUX,True,True,,"RUE DE LA CLEF, 34",,4620,FLERON,base.be,account_payment_term.30joursnet,0487 393694,,,,DEKABI,French / Français,DEKABI,cuzan910,Régime National
res.partner_DEKEYS,DAVI - COLLECTION,True,True,,MOLENSTRAAT 16,,3270,SCHERPENHEUVEL,base.be,account_payment_term.30joursnet,013 555516,,davi-collection@skynet.be,,DEKEYS,Dutch / Nederlands,DEKEYS,buxom007,Régime National
res.partner_DEKLO1,DE KLOK LOGISTICS,True,True,,PRINSENWEG 11,,3700,TONGEREN,base.be,account_payment_term.30joursnet,012 231458,012 237334,info@dkl.nl,,DEKLO1,Dutch / Nederlands,DEKLO1,ditox526,Régime National
res.partner_DEKORD,DEKOR DESIGN,True,True,,"MAGELEINSTRAAT, 17",,9000,GENT,base.be,account_payment_term.30joursnet,09 2240377,09 2240377,,,DEKORD,Dutch / Nederlands,DEKORD,munof947,Régime National
res.partner_DELBEA,DELBEAU J. SA,True,True,,LA PORTERIE,BP 50,32600,L'ISLE- JOURDAIN,base.fr,account_payment_term.60joursfindemois,05.62.07.31.01,05.62.07.31.03,,,DELBEA,French / Français,DELBEA,nikek917,Régime Intra-Communautaire
res.partner_DELEES,DE LEEST SCHOENMAKERIJ,True,True,,ZANDSTRAAT . 15,,6591DA,GENNEP,base.nl,account_payment_term.30joursnet,48.55.17.107,,,,DELEES,Dutch / Nederlands,DELEES,cibeq256,Régime Intra-Communautaire
res.partner_DELFAU,DELFAU-MARQUES SARL VOG MAROQ),True,True,,33 . AV.VICTOR HUGO,,19000,TULLE,base.fr,account_payment_term.60joursfindemois,05.55.20.00.27,,,,DELFAU,French / Français,DELFAU,voxeq721,Régime Intra-Communautaire
res.partner_DELHAI,"DELHAIZE FRERES & CIE ""LE LION""",True,True,,ACCOUNT PAYABLES DEPARTMENT,RUE OSSEGHEM . 53,1080,BRUXELLES,base.be,account_payment_term.30joursnet,02 4812732,02 4122708,,,DELHAI,Dutch / Nederlands,DELHAI,sikic289,Régime National
res.partner_DELIND,DE LINDE DROGISTERIJ,True,True,,HERENTALSEBAAN  352-356,,2100,DEURNE,base.be,account_payment_term.30joursnet,03 3212669,03 3227886,,,DELIND,Dutch / Nederlands,DELIND,zokuv239,Régime National
res.partner_DELINN,DE LINNENKAST,True,True,,HOOFSTRAAT . 22 A,,4041,AD KESTEREN,base.nl,account_payment_term.30joursnet,0488.48.02.03,,,,DELINN,Dutch / Nederlands,DELINN,befol172,Régime Intra-Communautaire
res.partner_DELOOZ,MAROQUINERIE DELOOZ,True,True,,"40, RUE DU COMMERCE",,6900,MARCHE-EN-FAMENNE,base.be,account_payment_term.30joursnet,084 311646,,,,DELOOZ,French / Français,DELOOZ,kugaq692,Régime National
res.partner_DELOPE,DE LOPER SCHOENMAKERIJ,True,True,,WISSELKERKESTRAAT 8,,3086,ROTTERDAM,base.nl,account_payment_term.30joursnet,0031 104472963,,,,DELOPE,Dutch / Nederlands,DELOPE,kupur608,Régime Intra-Communautaire
res.partner_DELPAC,DELPAC INTERNATIONAL BVBA,True,True,,ROSALIALAAN 19,,2650,EDEGEM,base.be,account_payment_term.30joursnet,03 2894765,,,,DELPAC,Dutch / Nederlands,,,Régime National
res.partner_DELSEY,DELSEY SOC.,True,True,,81 . RUE DE VESOUL,,25000,BESANCON,base.fr,account_payment_term.60joursfindemois,3.81.47.98.63,3.81.47.98.76,,,DELSEY,French / Français,DELSEY,migij915,Régime Intra-Communautaire
res.partner_DELSOL,DELSOL,True,True,,B.P. 14,,86360,CHASSENEUIL DU POITOU,base.fr,account_payment_term.60joursfindemois,0033 549527328,0033 549520992,,,DELSOL,French / Français,DELSOL,juloq179,Régime Intra-Communautaire
res.partner_DELVAU,DELVAUX CHRISTOPHE,True,True,,RUE NEERVELD 1 BOITE 4,,1200,WOLUWE SAINT LAMBERT,base.be,account_payment_term.30joursnet,0496 663259,,christophe.delvaux@hotmail.be,,DELVAU,French / Français,DELVAU,dimur882,Régime National
res.partner_DEMA,DE MAN MELIS,True,True,,MOLENSTRAAT . 128,,5014,NG TILBURG,base.nl,account_payment_term.30joursnet,013.54.21.161,,,,DEMA,Dutch / Nederlands,DEMA,rojos687,Régime Intra-Communautaire
res.partner_DEMANE,DEMANET,True,True,,BASILIEKSTRAAT 55,,1500,HALLE,base.be,account_payment_term.30joursnet,02 3565514,,info@demanet.be,,DEMANE,Dutch / Nederlands,DEMANE,tegoc054,Régime National
res.partner_DENHAM,DENHAMS LTD,True,True,,1 HIGH STREET,,LE11 2PY,LOUGHBOROUGH,base.uk,account_payment_term.30joursnet,0044 1509263209,,,,DENHAM,English,DENHAM,tebus462,Régime Intra-Communautaire
res.partner_DENIQU,DENIQUE SP Z O.O.,True,True,,UL SIBELIUSA 14,,02-641,WARSZAWA,base.pl,account_payment_term.ttbeforeshipment,0048 228982528,0048 228982528,,,DENIQU,English,DENIQU,gebud347,Régime Intra-Communautaire
res.partner_DEPAS1,DEPASSE PHILIPPE,True,True,,"RUE J.WAUTERS 21, 12A",,6150,ANDERLUES,base.be,account_payment_term.30joursnet,071 524872,,,,DEPAS1,French / Français,DEPAS1,bodis777,Régime National
res.partner_DEPERS,DE PERSGROEP - NINA,True,True,,BRUSSELSESTEENWEG 347,,1730,ASSE,base.be,account_payment_term.30joursnet,,,,persgroepcontact@persgroep.be,DEPERS,Dutch / Nederlands,DEPERS,cuqef602,Régime National
res.partner_DEPRIN,DE PRINS,True,True,,DAALLAAN 30,,1910,BERG (BT.),base.be,account_payment_term.30joursnet,016 657202,,,,DEPRIN,Dutch / Nederlands,DEPRIN,qotix503,Régime National
res.partner_DER,DE ROO VOF,True,True,,NOORDERSTRAAT . 29,,7811,AK EMMEN,base.nl,account_payment_term.30joursnet,0591.64.93.12,,,,DER,Dutch / Nederlands,DER,xifod252,Régime Intra-Communautaire
res.partner_DEROAN,DEROANNE SA ( BUREAUX ET FOURNIT.),True,True,,Z I,RUE DES NOUV.TECHNOLOGIES . 21,4460,GRACE - HOLLOGNE,base.be,account_payment_term.30joursnet,04 2399600,04 2399609,,,DEROAN,French / Français,DEROAN,kutov687,Régime National
res.partner_DEROOI,DE ROOIJ LEDERW.( (N°1560064969),True,True,,HAARLEMMERSTRAAT 202,,2312,GH LEIDEN,base.nl,account_payment_term.30joursnet,071 5123090,,,,DEROOI,Dutch / Nederlands,DEROOI,tatid220,Régime Intra-Communautaire
res.partner_DEROOY,DE ROOY LEDERWAREN ,True,True,,TUSSENMEER . 69,,1068EZ ,AMSTERDAM,base.nl,account_payment_term.30joursnet,,,,,DEROOY,Dutch / Nederlands,DEROOY,xotov785,Régime Intra-Communautaire
res.partner_DEROSS,DE ROOS LEDERW.v.o.f. (1550067037),True,True,,HEEZENSTRAAT . 25,,7001,BP DOETINCHEM,base.nl,account_payment_term.30joursnet,0314.33.53.47,0314.344.71.9,,,DEROSS,Dutch / Nederlands,DEROSS,ciqil438,Régime Intra-Communautaire
res.partner_DERYCK,DERYCKE SPRL,True,True,,147 . RUE VANDERKINDEREN,,1180,BRUXELLES,base.be,account_payment_term.30joursnet,,,,,DERYCK,French / Français,DERYCK,bavef860,Régime National
res.partner_DESCHO,DE SCHOENMAKER,True,True,,HESSEPLAATS . 48,,3068,EA ROTTERDAM,base.nl,account_payment_term.30joursnet,31.10.42.11.305,,,,DESCHO,Dutch / Nederlands,DESCHO,fasun705,Régime Intra-Communautaire
res.partner_DESFIL,DES FILLES EN OR,True,True,,"43, CHEMIN DE LA MADONE",,69126,BRINDAS,base.fr,account_payment_term.60joursfindemois,0033 970407446,,,,DESFIL,French / Français,DESFIL,juruv887,Régime Intra-Communautaire
res.partner_DESIG1,DESIGN POINT ASBL,True,True,,"84, RUE DE FRAGNEE",,4000,LIEGE,base.be,account_payment_term.30joursnet,0495 300488,,,,DESIG1,French / Français,DESIG1,tareg714,Régime National
res.partner_DESLEUT,DE SLEUTELHOECK,True,True,,DR PLESMANLAAN .212,,3601,DG MAARSSEN,base.nl,account_payment_term.30joursnet,0346.56.44.82,0346.56.44.82,desleutelhoek@wanadoo.nl,,DESLEUT,Dutch / Nederlands,DESLEU,joben769,Régime Intra-Communautaire
res.partner_DESMET,DESMET SARL ( BURO + DIRECT ),True,True,,89 . AV GAMBETTA,,81000,ALBI,base.fr,account_payment_term.60joursfindemois,05.63.54.40.40,05.63.38.93.17,,,DESMET,French / Français,DESMET,vejar360,Régime Intra-Communautaire
res.partner_DESOME,DESOMER-PLANCKE BVBA,True,True,,EUROPALAAN . 30,,8970,POPERINGE,base.be,account_payment_term.30joursnet,057 333004,057 336321,suzy@desomerplancke.be,,DESOME,Dutch / Nederlands,DESOME,neqib042,Régime National
res.partner_DESPES,PAPETERIE DESPESSE,True,True,,"58, RUE DE LA FORET",,26000,VALENCE,base.fr,account_payment_term.60joursfindemois,0033 475424321,,,,DESPES,French / Français,DESPES,movop377,Régime Intra-Communautaire
res.partner_DETAF,DE TAFFE ISABELLE (A FLEUR DE PEAU),True,True,,RUE DES FRANCAIS 75,,7600,PERUWELZ,base.be,account_payment_term.30joursnet,069 781540,,afleurdepeau@skynet.be,,DETAF,French / Français,DETAF,zovuj756,Régime National
res.partner_DETHIO,ANNE DETHIOUX,True,True,,"VOIE DE MESSE, 18",,4680,HERMEE,base.be,account_payment_term.30joursnet,,,,,DETHIO,French / Français,DETHIO,dogip183,Régime National
res.partner_DEVILL,DE VILLE JEWELLERS,True,True,,15 SHERRARD STREET,,LE13 1XH,MELTON MOWBRAY,base.uk,account_payment_term.30joursnet,0044 1664500300,0044 1664483003,,,DEVILL,English,DEVILL,tenul167,Régime Intra-Communautaire
res.partner_DEVOOY,DE VOOYS JUWELIER,True,True,,MARKT . 8,,2801,JG GOUDA,base.nl,account_payment_term.30joursnet,0182.51.32.14,,,,DEVOOY,Dutch / Nederlands,DEVOOY,visem238,Régime Intra-Communautaire
res.partner_DEVOSG,DE VOS GUY,True,True,,EINDHOUTSEWEG . 100,,2440,GEEL,base.be,account_payment_term.30joursnet,014 868546,014 868075,,,DEVOSG,Dutch / Nederlands,DEVOSG,cefax485,Régime National
res.partner_DEVRED,DEVRED NATHALIE,True,True,,LE ROCHADET,,63520,DOMAIZE,base.fr,account_payment_term.60joursfindemois,0033 629793785,,,,DEVRED,French / Français,,,Régime National
res.partner_DEVRI,DEVRIES SCHOENEN,True,True,,RAADHUISPLEIN . 7,,2941,BR LEKKERKERK,base.nl,account_payment_term.30joursnet,180661593,,,,DEVRI,Dutch / Nederlands,DEVRI,lilez864,Régime Intra-Communautaire
res.partner_DEVRI1,DEVRIES ALBERT (N°1550067069),True,True,,DEN BOGERD 15-19,,3371,AM HARDINXVELD-GIESENDAM,base.nl,account_payment_term.30joursnet,0184.67.09.49,0184.67.09.48,,,DEVRI1,Dutch / Nederlands,DEVRI1,muxir997,Régime Intra-Communautaire
res.partner_DEVUYS,DE VUYST - 'TFONTEINTJE BVBA,True,True,,MARKT 26,,9890,GAVERE,base.be,account_payment_term.30joursnet,09 3841984,09 3845503,,,DEVUYS,Dutch / Nederlands,DEVUYS,livux325,Régime National
res.partner_DEWENS,DE WENSPUT,True,True,,VERLENGDE DORPSSTRAAT . 2,,3881,BG PUTTEN,base.nl,account_payment_term.30joursnet,0341.35.75.99,0341-361265,,,DEWENS,Dutch / Nederlands,DEWENS,jequq336,Régime Intra-Communautaire
res.partner_DEWEST,DE WESTHOEK,True,True,,ZEELAAN 275,,8670,KOKSIJDE,base.be,account_payment_term.30joursnet,058 511541,058 510060,,,DEWEST,Dutch / Nederlands,DEWEST,qemeg242,Régime National
res.partner_DEWIN1,MAISON DE WINTER,True,True,,"1, RUE SUR LES HEIDS",,4671,BARCHON,base.be,account_payment_term.30joursnet,04 3628005,04 3626677,,,DEWIN1,French / Français,DEWIN1,resez465,Régime National
res.partner_DEWIT,DE WIT  LEDERWAREN NV,True,True,,ROEDVELD 10-12,,9320,EREMBODEGEM,base.be,account_payment_term.30joursnet,053 781046,053 781703,,,DEWIT,Dutch / Nederlands,DEWIT,bugav821,Régime National
res.partner_DEXIM,DEXIM,True,True,,LANGE HERENTALSEBAAN 106,,2018,ANTWERPEN,base.be,account_payment_term.30joursnet,03 2815575,,,,DEXIM,Dutch / Nederlands,DEXIM,rocus821,Régime National
res.partner_DGN,D G N,True,True,,KROMMENIEERWEG . 12,,1521,HJ WORMERVEER,base.nl,account_payment_term.30joursnet,075.62.81.030,075.62.23.071,,,DGN,Dutch / Nederlands,DGN,sidej540,Régime Intra-Communautaire
res.partner_DGN001,DGN LEDERWAREN,True,True,,WESTERSTRAAT 53,,1441,AR PURMEREND,base.nl,account_payment_term.30joursnet,0031 299430200,,,,DGN001,Dutch / Nederlands,DGN001,puqed535,Régime Intra-Communautaire
res.partner_DHAENE,DHAENENS BVBA,True,True,,KAREL PICQUELAAN . 137,,9800,DEINZE,base.be,account_payment_term.30joursnet,09 3867338,,0210@pandora.be,,DHAENE,Dutch / Nederlands,DHAENE,bineg536,Régime National
res.partner_DHONDT,D'HONDT SCHOENEN & LEDERWAREN BVBA,True,True,,OOSTVELDSTRAAT 16,,9900,EEKLO,base.be,account_payment_term.30joursnet,09 3772287,09 3772253,,,DHONDT,Dutch / Nederlands,DHONDT,pebil468,Régime National
res.partner_DIEBIJ,DIE BIJOUX,True,True,,KORTRIJKSTRAAT 79,,9790,WORTEGEM-PETEGEM,base.be,account_payment_term.30joursnet,055 312216,,,,DIEBIJ,Dutch / Nederlands,DIEBIJ,mamiz249,Régime National
res.partner_DIEGO1,LEDERW.DIEGO (N°1540064029),True,True,,ZWIJNAARDSESTEENWEG 27-14,,9000,GENT,base.be,account_payment_term.30joursnet,09 2201111,09 2201111,lederwarendiego@telenet.be,,DIEGO1,Dutch / Nederlands,DIEGO1,juqox209,Régime National
res.partner_DIERCK,CARY DIERCK,True,True,,MOLENSTRAAT 1,,2940,HOEVENEN,base.be,account_payment_term.30joursnet,03 6642960,,,,DIERCK,Dutch / Nederlands,DIERCK,xavig843,Régime National
res.partner_DIERIX,DIERICKX,True,True,,TURNHOUTSEBAAN 382,,2110,WIJNEGEM,base.be,account_payment_term.30joursnet,03 3537412,,,,DIERIX,Dutch / Nederlands,DIERIX,quqof990,Régime National
res.partner_DIET,DIE TASCHE,True,True,res.state_BADEN-WÜRTTEMBERG,SCHILLERSTR. 5,,71522,BACKNANG,base.de,account_payment_term.30joursnet,,,,,DIET,French / Français,DIET,fuxuz272,Régime Intra-Communautaire
res.partner_DIETA1,DIE TASCHE,True,True,res.state_SACHSEN-ANHALT,HOHER WEG 12,,38820,HALBERSTADT,base.de,account_payment_term.30joursnet,0049 39414191190,0049 39414198958,,,DIETA1,English,DIETA1,noniz050,Régime Intra-Communautaire
res.partner_DIFFUS,DIFFUSION 21,True,True,,4 . RUE DES VERRIERS,,21000,DIJON,base.fr,account_payment_term.60joursfindemois,03.80.45.30.56,03.80.45.01.64,,,DIFFUS,French / Français,DIFFUS,kajor201,Régime Intra-Communautaire
res.partner_DIFOR,DIFORZA (HAARLEM),True,True,,ANEGANG . 25 A,,2011,HR HAARLEM,base.nl,account_payment_term.30joursnet,,,,,DIFOR,Dutch / Nederlands,DIFOR,dulac940,Régime Intra-Communautaire
res.partner_DIFORZ,DIFORZA LEDERW.(N°1560074024),True,True,,STADHUISPLEIN . 21,,1315,HS ALMERE,base.nl,account_payment_term.30joursnet,036.53.43.402,,,,DIFORZ,Dutch / Nederlands,DIFORZ,dorib957,Régime Intra-Communautaire
res.partner_DIGIOV,CORDONNERIE 2000 )(N°1540064072),True,True,,"RUE ST GILLES, 111-113",,4000,LIEGE,base.be,account_payment_term.30joursnet,04 2220078,04 222 00 78 ,,,DIGIOV,French / Français,DIGIOV,loqad462,Régime National
res.partner_DIGNAZ,D 'IGNAZIO,True,True,,"RUE DES ANGES, 22",,1320,BAUVECHAIN,base.be,account_payment_term.30joursnet,0477 329533,,,,DIGNAZ,French / Français,DIGNAZ,zobux855,Régime National
res.partner_DILUP,DI LUPO BVBA,True,True,,ST - BAV0STRAAT . 36,,2360,OUD-TURNHOUT,base.be,account_payment_term.30joursnet,014 699777,014 699100,,,DILUP,Dutch / Nederlands,DILUP,kegad900,Régime National
res.partner_DIMATI,DIMATICA SA,True,True,,"1709, AVENUE DE COLMAR",,47006,AGEN,base.fr,account_payment_term.60joursfindemois,0033 553668121,0033 553660846,,,DIMATI,French / Français,DIMATI,sezur766,Régime Intra-Communautaire
res.partner_DINAPO,DI NAPOLI,True,True,,ALBERT CUYPSTRAAT . 111,,1072,CR AMSTERDAM,base.nl,account_payment_term.30joursnet,06.54.76.41.63,,,,DINAPO,Dutch / Nederlands,DINAPO,tocup263,Régime Intra-Communautaire
res.partner_DIOMED,CARLO DIOMEDI SRL,True,True,,"VIALE EUROPA, 51/53",,144,ROMA,base.it,account_payment_term.30joursnet,,,,,DIOMED,English,DIOMED,xofaf157,Régime Intra-Communautaire
res.partner_DIPORT,DANIEL DI PORTO,True,True,,VIALE GIUSTINIANO IMPERATORE. 20,,145,ROMA,base.it,account_payment_term.30joursnet,,,sedjpelletterie@gmail.com,,DIPORT,English,DIPORT,jovix084,Régime Intra-Communautaire
res.partner_DIPPIN,DIPPING ANDREAS,True,True,,GARTENSTRASSE 56,,70734,FELDBACH,base.de,account_payment_term.30joursnet,+49 711580946,+49 711579428,atd@online.de,,DIPPIN,English,,,Régime Intra-Communautaire
res.partner_DIPRIM,DI PRIMA GRAZIA,True,True,,"74, RUE MILITAIRE",,4630,SOUMAGNE,base.be,account_payment_term.30joursnet,,,,,DIPRIM,French / Français,DIPRIM,qizeg607,Régime National
res.partner_DIRK,SCHOENMAKERY DIRK,True,True,,DORP 92,,9185,WACHTEBEKE,base.be,account_payment_term.30joursnet,09 3457485,,,,DIRK,Dutch / Nederlands,DIRK,finol772,Régime National
res.partner_DISTIN,MAROQUINERIE DISTINCTION,True,True,,18 . RUE DU GAL LMABERT,,29270,CARHAIX,base.fr,account_payment_term.60joursfindemois,0033 298931163,,,,DISTIN,French / Français,DISTIN,dojon112,Régime Intra-Communautaire
res.partner_DISTR2,DISTRIBORG FRANCE,True,True,,217 . CHEMIN DU GD REVOYET,,69561,ST GENIS LAVAL CEDEX,base.fr,account_payment_term.60joursfindemois,04.72.67.11.45,04.72.67.11.22,christine.vernay@distriborg.com,,DISTR2,French / Français,DISTR2,mojaq882,Régime Intra-Communautaire
res.partner_DISTR4,DISTRI + 974,True,True,,"5, RUE PAPANGUE",,97490,SAINTE CLOTILDE REUNION,base.re,account_payment_term.ttbeforeshipment,00262 262538430,00262 262314820,distri974@orange.fr,,DISTR4,French / Français,DISTR4,xifup120,Régime Extra-Communautaire
res.partner_DIVER1,DIVER di DI PORTO GIACOMO,True,True,,VIA TUSCOLANA 887 D/E,,174,ROMA,base.it,account_payment_term.30joursnet,0039 671584594,,,,DIVER1,English,DIVER1,nasod738,Régime Intra-Communautaire
res.partner_DIVINE,DIVINE MUTINE,True,True,,26 . GRAND RUE,,2400,CHATEAU THIERRY,base.fr,account_payment_term.60joursfindemois,,,,,DIVINE,French / Français,,,Régime Intra-Communautaire
res.partner_DIYARK,DIYARKOM,True,True,,P.O. BOX 50591,,21533,JEDDAH,base.sa,account_payment_term.ttbeforeshipment,+966 22630686,,,,DIYARK,English,DIYARK,rocuf992,Régime Extra-Communautaire
res.partner_DJERBI,DJERBI - LIKA,True,True,,38 . RUE CHAUSSADE,,43000,LE PUY,base.fr,account_payment_term.60joursfindemois,04.71.04.18.10,,,,DJERBI,French / Français,DJERBI,zegav856,Régime Intra-Communautaire
